sendingInterval,sendingIntervalTimeUnit,Query,Topic,Correct,RT-Fulfilled,RT-90%ile in ms,RT-Min in ms,RT-Max in ms,RT-Mean in ms,Input,Expected Output,Actual Output,False Output,Correctness %,ValidatorRuntime in s
1000000,NANOSECONDS,StochasticOutlierSelection,BHCJSOS-1-StochasticOutlierSelection,true,false,541656.0,5427.0,594854.0,312560.35,299806,20857,20857,0,100.0,689
