sendingInterval,sendingIntervalTimeUnit,Query,Topic,Correct,RT-Fulfilled,RT-90%ile in ms,RT-Min in ms,RT-Max in ms,RT-Mean in ms,Input,Expected Output,Actual Output,False Output,Correctness %,ValidatorRuntime in s
100000,NANOSECONDS,StochasticOutlierSelection,CFLINKSOS-2-StochasticOutlierSelection,true,false,8154754.7,45774.0,9167257.0,4587176.38,2998061,208455,208455,0,100.0,6715
