sendingInterval,sendingIntervalTimeUnit,Query,Topic,Correct,RT-Fulfilled,RT-90%ile in ms,RT-Min in ms,RT-Max in ms,RT-Mean in ms,Input,Expected Output,Actual Output,False Output,Correctness %,ValidatorRuntime in s
100000,NANOSECONDS,MachinePower,CFLINKMP-2-MachinePower,true,false,462658.1,649.0,511847.0,273369.97,5994782,265213,265213,0,100.0,265
