sendingInterval,sendingIntervalTimeUnit,Query,Topic,Correct,RT-Fulfilled,RT-90%ile in ms,RT-Min in ms,RT-Max in ms,RT-Mean in ms,Input,Expected Output,Actual Output,False Output,Correctness %,ValidatorRuntime in s
1000000,NANOSECONDS,StochasticOutlierSelection,BFLINKSOS-1-StochasticOutlierSelection,true,false,625652.0,17868.0,681959.0,367350.99,299799,20857,20857,0,100.0,702
