sendingInterval,sendingIntervalTimeUnit,Query,Topic,Correct,RT-Fulfilled,RT-90%ile in ms,RT-Min in ms,RT-Max in ms,RT-Mean in ms,Input,Expected Output,Actual Output,False Output,Correctness %,ValidatorRuntime in s
1000000,NANOSECONDS,MachinePower,BFLINKMP-3-MachinePower,true,true,884.6,4.0,3338.0,280.57,599488,26263,26263,0,100.0,30
